general_name,count_products,ingred_FPro,ingred_normalization_term
ancho pepper puree,1,0.766166667,0.090909091
chipotle pepper sauce,1,0.766166667,0.083333333
coffee bean extract,1,0.766166667,0.055555556
pepper pulp,1,0.766166667,0.047619048
enzime,1,0.766162037,0.2
mushroom sauce,1,0.766148148,1
rice starch product,1,0.766148148,0.25
plant protein portion vegan fiber,1,0.766027778,1
orange blossom flavor,1,0.765977778,0.25
sarsaparilla flavor,1,0.765977778,0.166666667
green pea meal,1,0.765944444,1
power fuel cashew,1,0.765944444,0.090909091
retinyl palmitate,1,0.765777778,0.0625
bone skin chicken breast meat,1,0.765722222,0.5
ground gain corn with lime,1,0.765277778,0.125
beet juice extract pea,1,0.765268519,0.055555556
b-vitamin,1,0.7652,0.142857143
caffeine from tea,1,0.7652,0.125
datemolasse,1,0.765166667,0.5
basil flavor,1,0.764986111,0.071428571
beed,1,0.764962963,0.333333333
flavor sugar,1,0.764962963,0.055555556
corn flour masa,1,0.764601852,1
mineral salt,1,0.764583333,0.333333333
peach juice from concentrate,1,0.764449074,0.25
ginger scallion sunflower oil salt rice wine vinegar,1,0.764444444,1
j carob,1,0.764272222,1
peanut vinaigrette sauce,1,0.764222222,0.111111111
onion vinegar,1,0.764116667,0.25
yogurt drop,1,0.764111111,0.25
vinaigrette,1,0.764027778,0.5
maple pecan,1,0.764027778,0.25
except for those in celery powder,1,0.763805556,0.125
lea,1,0.763777778,0.2
perrin worcestershire sauce,1,0.763777778,0.166666667
rigatoni pasta,1,0.763611111,1
avocado dressing,1,0.763583333,0.5
queso fresco cheese,1,0.763583333,0.25
pepita seed,1,0.763583333,0.125
turmeric color blend,1,0.763166667,0.04
cane juice powder,1,0.762972222,0.166666667
spinach rotelli pasta durum semolina,1,0.762902778,1
spinach pesto sauce,1,0.762902778,0.5
vinegar white,1,0.762768519,0.142857143
blueberry fruit preparation blueberry,1,0.762222222,0.25
lactobacillus acidophilus bifidus,1,0.762222222,0.166666667
freeze wasabi,1,0.762221429,1
vanilla bean ghee,1,0.762094444,0.333333333
disodium,1,0.762083333,0.111111111
dihydrogen pyrophosphate,1,0.762083333,0.1
salt power fuel cashew,1,0.762055556,0.1
stuffed shell,1,0.761916667,1
sof sea salt,1,0.761833333,0.25
naturalflavor,1,0.761833333,0.076923077
rehydr,1,0.761777778,0.052631579
broth,1,0.76162963,0.2
porcini nushroom,1,0.76162963,0.111111111
texas boar,1,0.761444444,1
flour wheat,1,0.761444444,0.5
lactice acid,1,0.761444444,0.25
redskin potato,1,0.761166667,0.25
milk cream powder,1,0.761055556,0.142857143
coconut shrimp shrimp,1,0.760861111,1
spice sweet thai chili sauce chili,1,0.760861111,0.1
chloride,1,0.760840741,0.166666667
papika extract,1,0.760840741,0.076923077
tomato extract,1,0.760760185,0.0625
glove,1,0.760662963,0.1
cumbin,1,0.760662963,0.166666667
lobster flavor,1,0.76062037,0.125
mirepoix base,1,0.76062037,0.090909091
shrimp base,1,0.76062037,0.083333333
color extractive,1,0.760597222,0.055555556
in flaxseed,1,0.760453704,0.076923077
chow mein sauce,1,0.760409259,0.5
chili pack,1,0.760409259,0.25
rochester sauce concentrate,1,0.760349074,0.1
savory grounds4,1,0.760111111,0.333333333
onion wrap wheat flour,1,0.760111111,0.0625
bbq blend,1,0.75999537,0.333333333
mother yeast,1,0.759833333,0.142857143
pre egg egg,1,0.759674074,1
chocolate cake mix,1,0.759674074,0.25
tomato in juce tomato,1,0.759550926,0.5
skim milk blend,1,0.7595,1
salsa tomate vinaigrette,1,0.759111111,0.5
koji rice,1,0.759111111,0.071428571
white vinegar water,1,0.759111111,0.066666667
flavor blend,1,0.759111111,0.058823529
protein blend tm,1,0.759003704,0.5
niacin vitamin a palmitate,1,0.759003704,0.066666667
fruit blend powder tm,1,0.759003704,0.052631579
cholecalciferol folic acid,1,0.759003704,0.047619048
blueberry raspberry,1,0.759003704,0.043478261
sea salt topping pecan,1,0.758944444,0.076923077
lentil zucchini elbow pasta,1,0.758888889,1
nitrous oxide,1,0.758833333,0.142857143
lemongrass sauce,1,0.758592593,0.5
xantahn gum,1,0.758592593,0.045454545
all cabbage,1,0.758527778,1
fd&c yellow no,1,0.758490741,0.333333333
black mushroom,1,0.757943519,0.111111111
cèpe mushroom,1,0.757943519,0.090909091
ground date,1,0.757777778,0.5
chile flake,1,0.757777778,0.071428571
linguini pasta,1,0.757444444,1
soybean salt,1,0.757444444,0.2
chicken meat with chicken juice,1,0.756657407,0.090909091
hickory smoke concentrate,1,0.75657963,0.2
cheese topping mix,1,0.756388889,0.5
cheese sauce with gorgonzola,1,0.756388889,0.25
fig sauce packet sugar,1,0.756388889,0.142857143
treacle,1,0.756388889,0.125
cheese sauce with parmigiano reggiano,1,0.756388889,0.333333333
corn syrup glaze,1,0.756387963,0.333333333
apple dessert,1,0.756166667,0.2
ethanol,1,0.756166667,0.066666667
filling green cabbage,1,0.755722222,1
bone chicken breast with rib meat water cauliflower chickpea rice flour yellow corn flour wheat protein,1,0.755555556,1
yellow corn meal salt brown sugar corn starch sunflower oil garlic powder pea product raisin juice concentrate honey onion powder bamboo fiber yeast extract white pepper spice psyllium husk,1,0.755555556,0.5
cocoa coating,1,0.755444444,0.25
caramel layer,1,0.755407407,0.5
cocoa cream,1,0.755314815,0.5
potassium iodide phytonadione,1,0.755185185,0.028571429
honeycrisp apple juice,1,0.75512037,1
gravenstein apple juice,1,0.75512037,1
shrimp tempura,1,0.755,0.333333333
egg albumen powder,1,0.755,0.142857143
food color,1,0.755,0.083333333
marigold,1,0.755,0.076923077
tomato pureeee citric acid,1,0.754833333,0.333333333
garlic soybean oil,1,0.754833333,0.1
water vinegar,1,0.75482963,0.25
red jalapeño puree,1,0.75482963,0.2
herb marinade,1,0.754444444,0.333333333
all popcorn,1,0.754222222,1
freeze cranberry,1,0.754222222,0.2
arborio white rice,1,0.753722222,0.125
fig juice,1,0.753518519,0.25
fruit puree concentrate,1,0.753444444,0.333333333
rice wine vinegar solid,1,0.753055556,0.041666667
enzyme pea protein,1,0.753055556,0.038461538
benzoate soda,1,0.75277037,0.125
de arbol chili pepper paste,1,0.752388889,0.076923077
de arbol chile,1,0.752388889,0.066666667
honey topping milk mozzarella,1,0.752361111,0.083333333
with brown sugar,1,0.752303704,0.5
caramel color onion powder,1,0.751611111,0.071428571
chemical preservative,1,0.751555556,0.2
chocolate mini crisp pearl,1,0.75142037,0.142857143
chicken vindaloo chicken without bone,1,0.751333333,1
verjus,1,0.751294444,0.333333333
veal stock,1,0.751060185,1
roux,1,0.751060185,0.5
veal bone,1,0.751060185,0.5
veal fat,1,0.751060185,0.25
salad promaine lettuce,1,0.751050926,0.033333333
kalamata olive paste,1,0.751018519,1
yeast extract flavor,1,0.750981481,0.142857143
with potassium sorbate freshness,1,0.750981481,0.111111111
batter coatingrice flour,1,0.750648148,0.5
celery seed a amount sugar,1,0.750607937,0.058823529
swiss cheese flavor,1,0.750138889,0.2
yellow curry paste,1,0.750055556,0.090909091
chicken broth flavor,1,0.750037037,0.071428571
ground red chili pepper,1,0.749888889,0.055555556
buttermilk sugar,1,0.749555556,1
mojo sauce,1,0.749055556,0.5
herb paste,1,0.749055556,0.090909091
baking soda corn starch,1,0.749051587,0.111111111
pinto bean vegetable oil,1,0.748972222,0.5
kaffir lime leaf chili pepper,1,0.748912037,0.166666667
rice pearl,1,0.748888889,0.066666667
vanilla extract molasse,1,0.748666667,0.166666667
cooking rice wine,1,0.748666667,0.166666667
peanut wafer,1,0.748472222,0.333333333
truffle cheese sauce,1,0.748294444,0.333333333
blend kalamatablack olive,1,0.748046296,0.166666667
spicy tuna salad,1,0.747944444,0.5
frank red sriracha sauce,1,0.747944444,0.2
xanthan gum spice,1,0.747944444,0.066666667
style ground t turkey,1,0.747885185,1
beetroot juice concentrate,1,0.747885185,0.2
cauliflower gnocchi,1,0.747777778,1
ginger scallion sunflower oil garlic salt rice wine vinegar,1,0.747333333,1
van power grain mix,1,0.747055556,0.333333333
redmond mineral salt,1,0.74692963,0.333333333
thai coconut sauce,1,0.746777778,0.5
acidity regulator lactic acid,1,0.746662037,0.166666667
natural flavor agriculture,1,0.746662037,0.142857143
guar gum fiber,1,0.746551852,0.166666667
water applewood bacon applewood bacon,1,0.746366402,0.1
applewood bacon applewood bacon,1,0.746366402,0.090909091
the egg in muffin humane,1,0.746333333,0.090909091
by the hfac,1,0.746333333,0.076923077
red wine solid,1,0.746219444,0.071428571
zucchini powder,1,0.746,0.066666667
red pepper granule,1,0.745916667,0.03030303
yogurt style coating,1,0.745888889,0.5
yogurt style powder,1,0.745888889,0.166666667
barley kernel,1,0.745342593,0.2
butternut squash sauce,1,0.745222222,1
gobetti pasta,1,0.745222222,0.5
durum whar semolina,1,0.745222222,0.2
butter spread,1,0.745222222,0.111111111
all red raspberry,1,0.74517963,1
chocolate coating with toffee c,1,0.745166667,0.5
coffee concentrte,1,0.74507037,0.333333333
chipotle pod,1,0.745055556,0.041666667
ranch potato,1,0.744986111,1
/smoke flavor,1,0.744986111,0.083333333
from milk,1,0.744777778,0.125
soy nugget,1,0.744731481,1
vegan mayonnaise,1,0.744731481,0.5
soy amino acid,1,0.744731481,0.125
baby rayï½ï½ï½ jerky base,1,0.744722222,0.2
lentil zucchini cavatappi,1,0.744416667,0.5
xanthanguar gum,1,0.744341667,0.071428571
with maltodextrin,1,0.744171296,0.090909091
orange essence,1,0.744111111,0.166666667
dutch cocoa powder with alkali,1,0.743796296,0.1
red wine vinegar almond,1,0.743574074,0.2
garlic citric acid,1,0.743453704,0.2
white three cheese sauce,1,0.743314815,0.333333333
sausage crumble pork,1,0.743314815,0.25
cheddarparmesanmozzarella cheese,1,0.743314815,0.142857143
batter coating water,1,0.743092593,0.5
fennel juice,1,0.743018519,0.333333333
chipotle sauce water,1,0.743,1
enchiladas filling monterey jack cheese,1,0.743,0.055555556
garlic herb feta sauce,1,0.742888889,0.5
feta cheese crumble,1,0.742888889,0.2
carotenal color,1,0.742642593,0.047619048
pumpkin sesame,1,0.742537037,0.2
tomato paste water,1,0.742333333,0.333333333
mix berry juice concentrate,1,0.742240741,0.166666667
acai berry flavor,1,0.742240741,0.1
dl-alanine,1,0.742240741,0.071428571
spicy mayo canola oil,1,0.741277778,0.125
sugar rice vinegar,1,0.741277778,0.2
filling pork,1,0.741111111,1
wrapper skin wheat flour,1,0.741111111,0.083333333
dark yeast extract,1,0.74087963,0.05
water honey ginger juice lemon juice,1,0.740796296,1
palm wax,1,0.740691975,0.25
vegetable glycern,1,0.740691975,0.142857143
konjac shirataki noodle,1,0.740666667,1
chilli,1,0.740666667,0.090909091
tom yum paste,1,0.740666667,0.2
stock concentrate,1,0.740555556,0.066666667
concentrated veal,1,0.740555556,0.0625
mushroom extractive,1,0.740555556,0.04
topping split chickpeas,1,0.740449074,0.083333333
pho broth,1,0.740383333,1
spice packet,1,0.740383333,0.333333333
caffeine corn starch,1,0.740324735,0.2
creme brulee tartlet,1,0.74012037,1
pectin nappage,1,0.74012037,0.066666667
glycerin USp,1,0.74012037,0.0625
white cheddar cheese cube,1,0.740055556,0.5
avocado spread,1,0.740027778,1
pumpkin seed flaxseed,1,0.740027778,0.2
ascorbic acit freshness,1,0.740027778,0.055555556
thai curry,1,0.739975,0.333333333
lemongrass flavor,1,0.739975,0.090909091
concentrated balsamic vinegar,1,0.739944444,1
konija,1,0.739703704,0.076923077
orange zest powder,1,0.739638889,0.083333333
herd,1,0.739638889,0.071428571
water parmesan cheese,1,0.739487037,0.25
multigrain cheese garlic crouton,1,0.739487037,0.166666667
anchovy powder,1,0.739487037,0.066666667
white shoepeg corn,1,0.739409127,1
beef flank steak,1,0.739347222,1
white seed,1,0.739138889,0.5
pecorino romano cheese from sheep milk,1,0.739111111,0.166666667
pepper blend,1,0.738710185,0.5
for flavor,1,0.738685185,0.076923077
cream erythritol,1,0.738555556,0.25
with turmeric,1,0.738555556,0.05
red bell,1,0.738148148,0.038461538
chipotle pepper flake,1,0.738148148,0.052631579
turkey base,1,0.737597222,0.076923077
turkey meat turkey juice,1,0.737597222,0.071428571
yamakurage,1,0.737592593,0.25
yam root,1,0.737454497,1
fruit preserve,1,0.737346296,0.2
anise extract,1,0.737346296,0.142857143
raspberry fruit pectin,1,0.737346296,0.111111111
vegetanle,1,0.737346296,0.090909091
beta-carotene as color,1,0.737159259,0.2
green tea polyphenol,1,0.737159259,0.0625
boom boom shrimp shrimp,1,0.736944444,1
baking soda sriracha aioli sugar,1,0.736944444,0.142857143
mustard paste,1,0.736944444,0.071428571
mexico chili pepper,1,0.736925,0.166666667
sunflower oil except for those in sea salt,1,0.736910185,0.076923077
taco turkey with mecha turkey,1,0.736775661,1
basil balsamic vinaigrette,1,0.736666667,0.5
flatbread strip,1,0.736666667,0.166666667
yuba,1,0.736324074,1
spicy dressing,1,0.736324074,0.5
bird eye chili,1,0.736324074,0.142857143
vegan crumble,1,0.736166667,1
cilantro rice,1,0.736166667,0.5
tinga sauce,1,0.736166667,0.333333333
whar tortilla,1,0.736166667,0.333333333
moterey jack cheese,1,0.736166667,0.25
yellow corn masa four,1,0.736166667,0.2
cheddar cheese alternative,1,0.736166667,0.125
citrc aicd,1,0.736166667,0.125
sour cream alternative,1,0.736166667,0.111111111
safflower oil sea salt,1,0.736166667,0.076923077
jalapeno juice,1,0.736166667,0.071428571
rice paste,1,0.736,1
peanut with salt,1,0.735916667,1
on equipment with nut,1,0.735916667,0.5
sucarlose,1,0.735583333,0.05
peach in syrup,1,0.735444444,0.5
t than salt,1,0.735347222,0.125
citric acid potassium sorbate,1,0.735192725,0.333333333
de arbol,1,0.735192725,0.111111111
onion white bean dip white bean,1,0.734833333,1
guar chickpea cracker stone ground white corn,1,0.734833333,0.083333333
mean organic,1,0.734198148,0.066666667
sea salty,1,0.734157407,0.2
xanthan powder,1,0.733821296,0.076923077
bell,1,0.733821296,0.2
channa masala chickpeas,1,0.73375,1
fd g fd&c red no 3,1,0.733722222,0.071428571
spice mix,1,0.733666667,0.125
tangerine juice,1,0.733655556,1
lavender salt,1,0.733611111,0.25
lavender oil,1,0.733611111,0.166666667
lavender flower,1,0.733611111,0.142857143
milk powder blend,1,0.733260185,0.2
confectionary shellac,1,0.733259259,0.25
tbhq blend,1,0.733259259,0.1
fat vermont cheddar cheese,1,0.733175926,0.2
sun tomato powder,1,0.733,0.125
masa,1,0.732833333,1
chicken without bone skin chicken breast with rib meat,1,0.732833333,0.1
star anise extract,1,0.732746296,0.125
pacific kombu extract water,1,0.732746296,0.111111111
er extract,1,0.732746296,0.071428571
clove extract,1,0.732746296,0.0625
ginger garlic teriyaki stir fry sauce,1,0.732652778,1
ginger vegetable mix,1,0.732652778,0.1
ink,1,0.732266534,0.166666667
coconut blend,1,0.732069444,0.333333333
in wheat flour,1,0.732069444,0.25
rum flavor,1,0.732069444,0.142857143
egg white patty,1,0.731833333,1
goat cheese with tomato,1,0.731833333,0.333333333
cheese alternative,1,0.731722222,0.142857143
precooked rice with niacin,1,0.731509259,1
hop extract,1,0.731402778,0.071428571
sugar white wine vinegar,1,0.73137037,0.166666667
chily garlic,1,0.73137037,0.142857143
garlic phosphoric acid,1,0.73137037,0.076923077
polysorbate 60 sodium benzoate,1,0.73137037,0.0625
potassium sorbate parsley,1,0.73137037,0.058823529
sugar garlic powder,1,0.73137037,0.037037037
chili lime seasoning,1,0.73137037,0.037037037
cellulose powder natamycin,1,0.73137037,0.035714286
whey sour cream powder,1,0.73137037,0.035714286
whey protein concentrate maltodextrin,1,0.73137037,0.03125
extractne paprika,1,0.73137037,0.025
all orange with peel,1,0.731351852,1
lime extractive,1,0.731111111,0.090909091
binder strip,1,0.731111111,0.2
sugar sodium phosphate,1,0.730888889,0.083333333
taco beef filling,1,0.730833333,0.111111111
yellow round tortilla chip,1,0.730833333,0.090909091
pinto bean powder,1,0.730833333,0.090909091
onion beef base,1,0.730666667,0.142857143
1sodium benzoate,1,0.730666667,0.066666667
basil blend,1,0.730222222,1
pecorino romano,1,0.730222222,0.2
imitation crab,1,0.730111111,1
skin chicken breast meat,1,0.73,0.166666667
vegetable stock base,1,0.73,0.166666667
flavor paprika,1,0.729986111,0.058823529
cacao chip,1,0.7295,0.333333333
chicken breast fritter,1,0.729458333,0.333333333
with,1,0.729458333,0.1
mini cheese ravioli,1,0.729222222,1
chili base,1,0.729222222,0.066666667
green-leaf lettuce,1,0.729055556,0.166666667
black pepper dal the word for lentil,1,0.729,0.033333333
beanpea,1,0.729,0.032258065
vitamin c granule,1,0.7285,0.090909091
oatmeal flour,1,0.728444444,1
green coffee bean extract,1,0.728407407,0.083333333
garbanzo flour,1,0.728388889,0.166666667
water ground mustard seed,1,0.728388889,0.052631579
blueberry vinaigrette,1,0.728333333,0.5
lollo rossa,1,0.728333333,0.25
lettuce mix vary by season,1,0.728333333,0.25
aronia berry,1,0.728333333,0.25
sodium salt blend,1,0.727888889,0.071428571
mil gochujang paste,1,0.727611111,1
propylene glycol mono-ester,1,0.727462963,0.043478261
microbia enzyme,1,0.727185185,0.142857143
gemelli pasta,1,0.727018519,0.25
palm fruit oil1,1,0.727018519,0.125
vegetable glycerin1,1,0.727018519,0.083333333
wine vinegar1,1,0.727018519,0.066666667
chickpea miso1,1,0.727018519,0.047619048
